Game,Platform,Score,Genre
Transformers,Nintendo DS,6.8,Action
God of War:,Wireless,9,Action
Final Fantasy,PlayStation P,6.9,RPG
Tom Clancy's,PlayStation 3,8.7,Shooter
Harry Potter,Xbox 360,7.6,Adventure
Pokemon Bat,Wii,5,Battle
The Bigs,PlayStation 3,8,"Sports, Action"
Transformers,Xbox 360,5.7,Action
Rengoku,Wireless,6.5,None
Ratatouille,Wii,7,Action
The Bigs,Xbox 360,8.3,"Sports, Action"
Transformers,PlayStation 3,5.7,Action
Transformers,PlayStation P,5.5,Action
Marvel Tradi,Nintendo DS,6.7,"Card, Battle"
Transformers,Wii,6,Action
Mega Man 2,Wireless,7.8,Action
The Darkness,PlayStation 3,7.7,Action
L.A. Street Ra,PC,6.5,Racing
The Darkness,Xbox 360,7.8,Action
SimCity DS,Nintendo DS,7,Simulation
The Bigs,Wii,7,"Sports, Action"
Harry Potter,PlayStation 3,7.6,Adventure
Ocean's Thirt,Wireless,5.5,Casino
Bust-A-Move,PlayStation P,7.8,Puzzle
Band of Bugs,Xbox 360,6.2,Strategy
The Fast and,Wireless,8.8,Racing
Smash It!,Wireless,6.5,Puzzle
Harry Potter,PlayStation 2,7,Adventure
Death Jr. and,Nintendo DS,4,Action
Brothers in A,Nintendo DS,8,Shooter
Harry Potter,Wii,7.8,Adventure
Kid Chamele,Wii,6.5,Platformer
Time Ace,Nintendo DS,5.9,"Flight, Action"
Kid Chamele,Genesis,6.5,Platformer
Monster Mad,Xbox 360,4.8,Action
Legend of th,PlayStation P,2.5,Fighting
World Sports,Wii,6.5,Sports
Tenchu Z,Xbox 360,5.2,"Action, Adventure"
Bloody Wolf ,Wii,6,Action
Dungeon Ma,PlayStation P,6.4,"RPG, Simulation"
Resident Evil,Wii,9,Action
Shrek the Thi,PlayStation P,6,Action
Bloody Wolf,TurboGrafx-1,6,Shooter
Pirates of the,PlayStation P,6.5,Action
Lost,iPod,6.7,Adventure
Fantastic 4:,Xbox 360,5.4,"Action, Adventure"
NES Open To,Wii,7.5,Sports
Dragon Ball,Nintendo DS,7.5,"Card, RPG"
Fantastic 4:,Wii,5,"Action, Adventure"
Wiffle Ball,Nintendo DS,1.5,Sports
Driver: LA Un,Wireless,6,Action
Top Spin 2,PC,7,Sports
Hot Brain,PlayStation P,6.8,"Educational, Action"
NES Open To,NES,7.5,Sports
Fantastic 4:,PlayStation 2,4.7,"Action, Adventure"
Fantastic 4:,PlayStation 3,5.4,"Action, Adventure"
The Sims 2: P,Wii,7.2,Simulation
Duke Nukem,Wireless,8,None
Fantastic 4:,Nintendo DS,3.5,Action
Zendoku,Nintendo DS,5,Puzzle
Surf's Up,Nintendo DS,5.5,Action
Brain Buster,Nintendo DS,7,Puzzle
Code Lyoko:,Nintendo DS,6.5,Adventure
Yu-Gi-Oh! W,Nintendo DS,7.8,"Card, Battle"
ESPN Bassm,Wireless,8,Hunting
Shoot'em Pok,Wireless,7.8,Card
GrimGrimoire,PlayStation 2,8.4,Strategy
Tank Beat,Nintendo DS,4,Action
Surf's Up,Wireless,7.8,Action
Golden Axe II,Genesis,6.5,Fighting
Lode Runner,Wii,3.5,"Puzzle, Action"
PQ: Practical,PlayStation P,8,Puzzle
Poker Pop W,Wireless,8,Puzzle
Lode Runner,NES,3.5,Puzzle
Purr Pals,Nintendo DS,6.5,Virtual Pet
Sonic the He,Wii,8.5,Platformer
Prince of Per,Xbox 360,8.6,Action
Golden Axe II,Wii,6.5,Action
Big Brain Aca,Wii,7.6,"Educational, Puzzle"
Transformers,Wireless,7,Action
Scarface: The,Wii,8.5,Action
Dirt,Xbox 360,8.4,Racing
Marine Sharp,PC,3.5,Shooter
Naruto: Ultim,PlayStation 2,7.4,Fighting
The Red Star,PlayStation 2,6.9,Action
Space Invade,Wireless,4,Pinball
Fantastic 4:,Wireless,6,Action
Pac-Man: Ch,Xbox 360,8.4,Action
Devilish ,Nintendo DS,3,Action
Halo 2,PC,7.5,Shooter
Miner 2049er,Wireless,8,Platformer
Made Man,PC,2.4,"Action, Adventure"
Milon's Secre,NES,4,Puzzle
Milon's Secre,Wii,4,"Puzzle, Action"
Call of Juarez,Xbox 360,7.5,Shooter
SudoKuro,Nintendo DS,2,Puzzle
Shadowrun,Xbox 360,6.8,Shooter
Zelda II: The,Wii,8.5,"Action, Adventure"
Taito Legend,PlayStation 2,7.4,Compilation
Dead Moon,Wii,5.5,Shooter
Shadowrun,PC,6.8,Shooter
Dead Moon,TurboGrafx-1,5.5,Shooter
ToeJam &am,Wii,7,Platformer
Puzzle Scape,PlayStation P,7.5,"Puzzle, Action"
Caesar,Wireless,7.8,Strategy
Infernal,PC,5.1,Shooter
Legend of th,PlayStation 2,3,Fighting
Tomb Raider,PlayStation 2,7.8,Adventure
Naruto: Ninja,Nintendo DS,6.5,Fighting
UFO: Afterlig,PC,7.4,Strategy
Planet Puzzle,Nintendo DS,9,Puzzle
Ms. Pac-Man,iPod,6,Action
Penumbra: O,PC,7,Adventure
Tomb Raider,PC,8,Adventure
Mad Tracks,Xbox 360,6.8,Racing
Heatseeker,PlayStation P,4,"Flight, Action"
Championshi,PlayStation 3,2.8,Racing
Surf's Up,Xbox 360,6.2,Action
Surf's Up,PlayStation 3,6.2,Action
Crush,PlayStation P,8.9,Puzzle
J.J. &amp; Jef,TurboGrafx-1,4,Platformer
Diner Dash: S,PlayStation P,6.5,Strategy
Pirates of the,Wireless,7,Action
ActRaiser,Super NES,7.5,"Action, Simulation"
Tamagotchi:,Wii,3.5,Board
Diner Dash: S,Nintendo DS,7,Strategy
ActRaiser,Wii,7.5,"Action, Editor"
J.J. &amp; Jef,Wii,4,Platformer
Scrabble [20,Wireless,7,Puzzle
Donkey Kong,Wii,8.8,Platformer
Streets of Ra,Wii,8.5,Action
Making Histo,PC,7,Strategy
Rampage: W,PlayStation 3,5.6,Action
Blazing Lazer,TurboGrafx-1,8,Shooter
Joust,PlayStation 3,6.1,Action
WarTech: Se,Xbox 360,5.1,Shooter
Blazing Lazer,Wii,8,Shooter
New York Ti,Nintendo DS,7.9,Puzzle
Donkey Kong,Super NES,8.8,Platformer
Mario Party 8,Wii,5.2,Party
Chuzzle Mobi,Wireless,7.9,Puzzle
Forza Motors,Xbox 360,8.9,"Racing, Simulation"
Legend of th,Wii,3.8,Fighting
Pirates of the,Nintendo DS,6.5,Action
Resident Evil,PC,7.7,"Action, Adventure"
Pirates of the,Wireless,6.5,Action
Mortal Komb,Wii,7.8,Fighting
Toon Doku,Nintendo DS,3.5,Puzzle
Pirates of the,PC,6.5,Adventure
Xevious,Xbox 360,6,Shooter
Pirates of the,PlayStation 2,6.5,Action
Pirates of the,Wii,6.5,Action
Bejeweled [2,Wireless,8.5,Puzzle
Odin Sphere,PlayStation 2,8.8,RPG
Rush'n Attac,Xbox 360,7,Action
7 Wonders,Wireless,7,Puzzle
CellFactor: R,PC,5.2,Shooter
Brooktown Hi,PlayStation P,5.2,Simulation
Snoop Dogg,Wireless,6.5,Party
Driver '76,PlayStation P,4.5,"Racing, Action"
Touch The D,Nintendo DS,6.9,Shooter
Dawn of Man,PlayStation 2,6.5,"Action, RPG"
Brain Genius,Wireless,7.5,Puzzle
Pirates of the,Xbox 360,5.5,Action
Pirates of the,PlayStation 3,5.2,Action
Taito Legend,PlayStation P,7.2,"Action, Compilation"
Crash Bandic,Wireless,5,Party
Shrek the Thi,Xbox 360,6,Action
Gunslinger,Wireless,7.5,Action
Shrek the Thi,Wii,6,Action
Ultimate Boa,PlayStation P,5.8,"Board, Compilation"
Soltrio Solitai,Xbox 360,5.2,Card
Shrek the Thi,PlayStation 2,6,Action
Rampart,PlayStation 3,4.3,Strategy
Shrek the Thi,PC,6,Action
Steel Horizon,Nintendo DS,3.5,Strategy
The Fast and,Wireless,7.8,Racing
Big Range H,Wireless,8.1,Simulation
Innocent Life,PlayStation P,6.5,RPG
Battleship /,Nintendo DS,6.5,Board
Meet The Ro,Nintendo DS,6.5,Action
Uno 52,Nintendo DS,4,Card
M&amp;M's:,Nintendo DS,5,"Puzzle, Action"
Mind Quiz: Y,Nintendo DS,4,Educational
SNK vs. Capc,Nintendo DS,3.5,"Card, Battle"
People's Cho,Wireless,7.5,Trivia
Etrian Odyss,Nintendo DS,7.4,RPG
Catz,Wireless,7.9,Virtual Pet
Theatre of W,PC,7,Strategy
Space Invade,Wireless,5,Shooter
Heatseeker,PlayStation 2,4.8,"Flight, Action"
MLB 07: The,PlayStation 3,7.7,Sports
Rollercoaster,Wireless,8.3,Puzzle
Ninja Spirit,Wii,8,Action
Ninja Gaiden,NES,9,Action
Ninja Gaiden,Wii,9,Action
Ninja Spirit,TurboGrafx-1,8,Action
Pac-Man,Wii,6,Action
Pac-Man,NES,6,Action
The Lord of t,PC,8.6,RPG
Shrek the Thi,Wireless,7.5,Action
ArmA: Comb,PC,7.3,Shooter
Hard Rock Ca,PlayStation P,4.5,Casino
Tony Hawk's,PlayStation 2,5.5,Sports
Th3 Plan,PlayStation 2,6.5,Strategy
Double Drag,Xbox 360,5.6,Fighting
Command &,Xbox 360,8.2,Strategy
Gauntlet II,PlayStation 3,5.5,Action
Tokyo Xtrem,PlayStation 2,4,Racing
Spider-Man 3,PC,4.7,"Action, Adventure"
Mighty Bomb,NES,4,Action
Ordyne,TurboGrafx-1,7,Shooter
Rapala Tourn,Xbox 360,4.5,Hunting
Final Fight ,Super NES,8,Action
Final Fight,Wii,8,Action
Ordyne,Wii,7,Shooter
Winx Club: Jo,PlayStation P,3,Action
Rainbow Isla,Wireless,7.4,Platformer
Robotech: Th,Wireless,7.3,Shooter
7 Wonders,PlayStation P,4.9,Puzzle
Mighty Bomb,Wii,4,Action
Spider-Man 3,PlayStation 2,3.5,"Action, Adventure"
Spider-Man 3,Wii,5.7,"Action, Adventure"
Spider-Man 3,PlayStation 2,3.5,"Action, Adventure"
Ancient Wars,PC,6,Strategy
Spider-Man 3,PlayStation 3,6,"Action, Adventure"
Rock City Em,Wireless,8.4,Simulation
Spider-Man 3,Xbox 360,6,"Action, Adventure"
Spider-Man 3,PlayStation 3,6,"Action, Adventure"
Catan,Xbox 360,7.7,Strategy
Spider-Man 3,Nintendo DS,8.1,"Action, Adventure"
Centipede &,Xbox 360,5.7,Shooter
BurgerTime S,Wireless,7.8,Action
True Crime:,Wireless,4.5,Action
Johnny Crash,Wireless,8,Action
FotoQuest Fi,Wireless,8,Simulation
The Fast and,PlayStation P,6.2,Racing
Shockman,Wii,5,Action
Bionicle Hero,Wii,5,Action
Rayman Ravi,Xbox 360,5.8,Party
Pillowfight,Wireless,8,Action
The Legend o,Wii,8.5,"Action, Adventure"
Castlevania,Wii,7.5,Action
Castlevania,NES,7.5,Action
Heatseeker,Wii,5.5,"Flight, Action"
Spider-Man 3,Wireless,6,Action
Pinball FX,Xbox 360,6,Pinball
Muncher,Wireless,7.5,"Puzzle, Action"
Battle Lode R,Wii,6.5,Action
Wonder Boy i,Wii,8,Platformer
Company of,Wireless,7.3,Strategy
Sam &amp;,PC,8.1,Adventure
Battle Lode R,TurboGrafx-1,6.5,"Puzzle, Action"
Eets: Chowd,Xbox 360,7.4,"Puzzle, Action"
Bust-A-Move,Wii,5.3,"Puzzle, Action"
Calling All Ca,PlayStation 3,8.5,Action
Aedis Eclipse,PlayStation P,6.9,"Strategy, RPG"
Raiden III,PlayStation 2,6.5,Shooter
ProStroke Gol,PlayStation P,6.8,Sports
Gradius III,Super NES,8.5,Shooter
Gradius III,Wii,8.5,Shooter
Pimp My Rid,PlayStation P,2,Racing
Pokemon Pea,Nintendo DS,8.5,RPG
Gyruss ,Xbox 360,4.8,Shooter
Bonk's Reven,TurboGrafx-1,7.9,Platformer
Bonk's Reven,Wii,7.9,Platformer
Pokemon Dia,Nintendo DS,8.5,RPG
F.E.A.R.,PlayStation 3,8.1,Shooter
Cube [2007],PlayStation P,6.7,Puzzle
Super Rub-a-,PlayStation 3,2.9,"Puzzle, Action"
Virtua Fighte,Wii,3.5,Fighting
Bravoman,Wii,6.5,Action
Bravoman,TurboGrafx-1,6.5,Action
Alex Kidd in t,Genesis,4.5,Platformer
Alex Kidd in t,Wii,4.5,Platformer
Galaga,NES,7.5,Shooter
Galaga,Wii,7.5,Shooter
Punch-Out!!,Wii,9,Sports
3D Ultra Mini,Xbox 360,7.5,Sports
Super Boom,Wireless,8.5,"Puzzle, Action"
Pocket Pool,PlayStation P,4,Sports
Eureka Seven,PlayStation 2,3.7,Action
Valhalla Knig,PlayStation P,5.3,RPG
Pro Golf 200,Wireless,7.7,Sports
For Liberty!,PC,6.5,Strategy
Mortal Komb,PlayStation 3,7.3,Fighting
Prince of Per,PlayStation P,7,Action
Made Man,PlayStation 2,2.4,"Action, Adventure"
Boom Boom,Xbox 360,7,"Music, Action"
Dragon's Cur,TurboGrafx-1,7.5,Action
Star Fox 64,Wii,8.5,"Flight, Action"
Theme Park,Nintendo DS,7.5,Simulation
Dragon's Cur,Wii,7.5,Adventure
Runaway: Th,PC,7.2,Adventure
Teenage Mut,Wii,5.5,Action
Spin-It!,Wireless,7,Puzzle
Backyard Bas,PlayStation 2,2.5,Sports
Men in Black,Wireless,6,Action
Backyard Bas,PC,2.5,Sports
Metal Slug A,PlayStation 2,7.9,"Action, Compilation"
Brain Juice E,Wireless,8,Puzzle
Cake Mania,Nintendo DS,6.5,Simulation
MediEvil,PlayStation P,5.9,Action
Cabela's Afri,Xbox 360,5,Hunting
Super Paper,Wii,8.9,Action
Derek Jeter P,Wireless,8.5,Sports
SingStar Pop,PlayStation 2,7.7,Music
Syphon Filter,PlayStation P,6.5,Shooter
Luxor 2,Xbox 360,6.8,"Puzzle, Action"
Skipping Ston,Wireless,7.6,Puzzle
Genesis Risi,PC,6.5,Strategy
Test Drive U,PlayStation P,7.8,Racing
Prince of Per,Wii,7.1,Action
Lost in Blue,Nintendo DS,5.5,Adventure
Tom Clancy's,PlayStation 3,7.9,Action
Rocky Balboa,PlayStation P,4.7,Sports
Shrek Smash,Nintendo DS,4,"Racing, Action"
Detective Pu,Wireless,6,Puzzle
Silverfall,PC,5.5,"Action, RPG"
Frontline: Fie,PC,6.4,Strategy
Test Drive U,PlayStation 2,7.3,Racing
Final Fantasy,Nintendo DS,8.3,Adventure
Test Drive U,PC,8,Racing
Enchanted Ar,PlayStation 3,6.5,RPG
Spring Break:,Wireless,6,Party
Blitzkrieg II: F,PC,6,Strategy
Heartbreaker,Wireless,7.2,Adventure
Dragon Ball,PlayStation P,7,Fighting
Virtua Tennis,PlayStation P,7.8,Sports
Tetris Multipl,Wireless,9,"Puzzle, Action"
Herbie: Resc,Nintendo DS,7.3,Racing
Honeycomb,Nintendo DS,5.5,Puzzle
Brave: The S,PlayStation 2,5.1,"Action, Adventure"
South Park 1,Wireless,6.2,Action
Pogo Island,Nintendo DS,6.1,Compilation
Guitar Hero II,Xbox 360,9.4,Music
Kim Possible,Wireless,5.5,Puzzle
Puzzle Quest:,Nintendo DS,8.9,"Puzzle, Action"
Jetpac Refuel,Xbox 360,8,Shooter
Puzzle Quest:,PlayStation P,9,"Puzzle, Action"
Sam &amp;,PC,8.2,Adventure
Meet The Ro,GameCube,7,Action
Meet The Ro,PC,7,Action
Meet The Ro,Xbox 360,7,Action
LEGO Star W,Wireless,6,"Action, Adventure"
Konami Class,Nintendo DS,8,"Action, Compilation"
The Elder Scr,PC,8.5,RPG
Tetris Evoluti,Xbox 360,6.3,"Puzzle, Action"
Meet The Ro,Wii,6.8,Action
Sonic Spinbal,Wii,7.5,Action
Tortuga: Two,PC,5,"Action, Adventure"
Meet The Ro,PlayStation 2,7,Action
The Elder Scr,Xbox 360,8.3,RPG
Harlem Glob,Nintendo DS,2.5,Sports
Medal of Ho,PlayStation 2,7.2,Shooter
Medal of Ho,Wii,7,Shooter
F-24 Stealth,Nintendo DS,3.5,"Flight, Action"
Romance of t,Wii,7.7,Strategy
TMNT,PlayStation P,5.5,Action
Rayman Ravi,Nintendo DS,6.5,Platformer
The Elder Scr,PlayStation 3,9.2,RPG
Command &,PC,8.5,Strategy
IL-2 Sturmovi,PC,8.1,"Flight, Simulation"
Cake Mania ,Wireless,8,Simulation
UEFA Champi,PlayStation 2,7.9,Sports
UEFA Champi,PlayStation P,7.9,Sports
Castlevania:,Xbox 360,9,"Action, Adventure"
Scene It? Mo,Wireless,7.5,Trivia
Shining Force,PlayStation 2,7,"Action, RPG"
Blazing Ange,Wii,5.7,"Flight, Action"
Alien Shooter,PC,7.5,"Action, RPG"
QuickSpot,Nintendo DS,7.4,Puzzle
Beyond Oasi,Wii,8,"Action, Adventure"
Beyond Oasi,Genesis,8,"Action, RPG"
Excitebike,Wii,8.4,"Racing, Editor"
TMNT,GameCube,6,Action
TMNT,PlayStation 2,6,Action
Virtua Tennis,PlayStation 3,7.3,Sports
Excitebike,NES,8.4,Racing
Full Auto 2: B,PlayStation P,6.1,"Racing, Action"
TMNT,Wii,5.5,Action
TMNT,PC,6,Action
Splatterhous,Wii,6.5,Action
MVP Basebal,Wireless,5,Sports
UEFA Champi,Xbox 360,7,Sports
Silent Hunter,PC,8.8,Simulation
SpaceStation,PC,4.5,Simulation
The Sims 2: S,PC,8.9,Simulation
The Earth De,Xbox 360,6.9,Action
Wing Island,Wii,5,"Flight, Action"
Armored Cor,PlayStation 3,5.9,Action
TMNT,Nintendo DS,5.5,Action
Cooking Ma,Wii,5.8,Simulation
TMNT,Xbox 360,6,Action
Kororinpa: M,Wii,6.2,"Puzzle, Action"
Rayman Kart,Wireless,8.1,Racing
TMNT,Game Boy Ad,8.5,Action
Armored Cor,Xbox 360,5.9,Simulation
Trivial Pursui,Wireless,7.8,Board
S.T.A.L.K.E.R.,PC,8.2,Shooter
Virtua Tennis,Xbox 360,8,Sports
Caterpillar (S,Wireless,5,Puzzle
Custom Robo,Nintendo DS,7,"Action, RPG"
Tom Clancy's,Wireless,7.7,Action
After Burner:,PlayStation P,7.9,"Flight, Action"
Titan Quest:,PC,7.8,"Action, RPG"
The Godfath,PlayStation 3,7.5,Action
The Godfath,Wii,8,Action
Maelstrom: T,PC,4,Strategy
Shrek Smash,GameCube,5.9,"Racing, Action"
Call of Duty:,PlayStation P,6.6,Shooter
Arena Footba,PlayStation 2,6.5,Sports
Tiger Woods,Wii,7,Sports
Teenage Mut,Xbox 360,6.7,Action
Spectrobes,Nintendo DS,7,"Action, RPG"
Bungee Desp,Wireless,2,Action
Tecmo Bowl,Wii,7,Sports
TMNT: Power,Wireless,5,Action
Double Dung,TurboGrafx-1,3.5,RPG
Double Dung,Wii,3.5,Adventure
WipEout,PlayStation P,7,Racing
Jumping Flas,PlayStation P,4.5,Platformer
300,Wireless,8,Action
Worms,Xbox 360,7.3,Strategy
Carol Vorder,PlayStation P,7.8,Puzzle
Carol Vorder,PlayStation 2,7.8,Puzzle
Tom Clancy's,Xbox 360,9.1,Shooter
Burnout Dom,PlayStation P,8.5,Racing
College Hoop,PlayStation 3,8.3,Sports
Ice Climber,NES,6.5,Platformer
Def Jam: Icon,Xbox 360,7,Fighting
Kid Icarus,NES,7,Platformer
Kim Possible:,Nintendo DS,6.8,Action
Super Mario,Wii,9,Platformer
Ice Climber,Wii,6.5,Platformer
Kid Icarus,Wii,7,Platformer
Grand Theft,PlayStation 2,7.5,Action
Def Jam: Icon,PlayStation 3,6.7,Fighting
Elevator Acti,Wii,6,Action
Super Ghouls,Wii,8,Action
Sword of Ver,Wii,5.5,RPG
Myst Online:,PC,7.6,Adventure
Elevator Acti,NES,6,Action
Catz,Nintendo DS,5,Virtual Pet
300: March t,PlayStation P,5.7,Action
Chulip,PlayStation 2,6,Simulation
Tekken 5: Da,PlayStation 3,8.2,Fighting
Wario: Mast,Nintendo DS,6,Action
Burnout Dom,PlayStation 2,8,Racing
Sam &amp;,PC,8,Adventure
The Sims: Lif,PC,7.3,Simulation
Alien Homini,Xbox 360,8.5,Shooter
Horsez,Nintendo DS,4,Virtual Pet
M.A.C.H.,PlayStation P,5.9,"Flight, Action"
Tiger Woods,Wireless,7.5,Sports
Meteos: Disn,Nintendo DS,8,Puzzle
SSX Blur,Wii,8.4,Sports
Saints &amp;,Wireless,7.4,Board
Major Leagu,PlayStation P,5.9,Sports
Marvel Tradi,PlayStation P,6.8,"Card, Battle"
MotorStorm,PlayStation 3,8.9,Racing
MLB '07: The,PlayStation P,7.9,Sports
MLB 07: The,PlayStation 2,8.5,Sports
Major Leagu,Xbox 360,7.9,Sports
Samurai War,Xbox 360,5.5,Strategy
Bullet Witch,Xbox 360,4,Action
Vanguard: Sa,PC,7.7,RPG
Major Leagu,PlayStation 3,7.4,Sports
Reggie Bush,Wireless,7.5,Sports
War Front: T,PC,7.8,Strategy
Chili Con Car,PlayStation P,7.7,Action
Trioncube,Nintendo DS,5.5,Puzzle
Dance Dance,Xbox 360,8.7,Music
Major Leagu,PlayStation 2,7,Sports
Metal Slug A,PlayStation P,7.5,"Action, Compilation"
Major Leagu,Xbox,7,Sports
Lumines Plus,PlayStation 2,7,"Puzzle, Action"
Samurai War,PlayStation 2,5.5,Strategy
Bio-Hazard B,Genesis,5,Shooter
Chew-Man-F,TurboGrafx-1,7,"Puzzle, Action"
Chew-Man-F,Wii,7,"Puzzle, Action"
Bio-Hazard B,Wii,5,Shooter
NASCAR 07 (,Wireless,7.5,Racing
Kasparov Ch,Wireless,7.5,Board
The Legend o,Wii,10,"Action, Adventure"
Bubble Bobbl,PlayStation P,4.3,Action
Hamsterz Lif,Nintendo DS,7,Virtual Pet
Mazes of Fat,Game Boy Ad,6.5,RPG
Izuna: Legen,Nintendo DS,6.9,"Action, RPG"
Lionel Trains:,Nintendo DS,3.5,Simulation
NASCAR 07 (,Wireless,8.2,Racing
Q*bert,PlayStation 3,5,Action
Happy Feet,Game Boy Ad,4,Adventure
Formula One,PlayStation 3,7.2,Racing
Gary Grigsby',PC,7.9,Strategy
The Legend o,Wireless,7.3,Platformer
Soldier Blade,Wii,7.7,Shooter
New Adventu,TurboGrafx-1,6,Platformer
New Adventu,Wii,6,Action
R-Type III: Th,Wii,8.3,Shooter
Dungeon Exp,Wii,6,Adventure
Bonanza Bro,Wii,5.5,Action
Bonanza Brot,Genesis,5.5,Action
War Rock,PC,5.9,Action
Tom Clancy's,Wii,5.5,"Action, Adventure"
Hot Shots Go,PlayStation P,7.5,Sports
The Sims 2: P,Wireless,6,Simulation
Dungeon Exp,TurboGrafx-1,6,"Action, RPG"
The Legend o,Wii,2,Action
Donkey Kong,Super NES,8.5,Platformer
Kirby's Adven,NES,9.5,Platformer
Kirby's Adven,Wii,9.5,Platformer
Virtua Fighte,PlayStation 3,8.8,Fighting
Streets of Ra,Wii,6.5,Action
Donkey Kong,Wii,8.5,Platformer
Sonic and the,Wii,6.9,Platformer
Cool Boarder,PlayStation P,4.3,Sports
flOw,PlayStation 3,7.6,Action
Yu-Gi-Oh!: Sp,Nintendo DS,7.2,"Card, Battle"
Jade Empire (,PC,8.6,RPG
NBA Street H,Xbox 360,8.8,Sports
Underground,Nintendo DS,3.5,Sports
Destruction,PlayStation P,6.5,"Racing, Action"
NBA Street H,PlayStation 3,8.8,"Sports, Action"
Project Goth,Wireless,8,Racing
Space Harrier,Wii,5,Shooter
Project Goth,Wireless,8.5,Racing
Supreme Co,PC,9,Strategy
Crash Bandic,PlayStation P,7.5,Platformer
Deal or No D,PC,3.1,Trivia
Fossil Leagu,Nintendo DS,6.5,RPG
Final Fantasy,Game Boy Ad,9,RPG
Urban Cham,Wii,2.5,Fighting
Gradius Neo,Wireless,7.3,Shooter
Paws &amp;,Nintendo DS,6,Virtual Pet
Military Mad,Wii,7.5,Strategy
Military Mad,TurboGrafx-1,7.5,Strategy
Comix Zone,Wii,7.5,Action
Comix Zone ,Genesis,7.5,Action
Ghost Rider,PlayStation P,4.5,Action
Monster King,PlayStation P,7.1,RPG
Ghost Rider,PlayStation 2,4,Action
The Legend o,Wii,9,"Action, Adventure"
Dogz,Nintendo DS,5.5,Virtual Pet
Inuyasha: Se,Nintendo DS,4,RPG
Paperboy,Xbox 360,6.7,Action
The Warriors,PlayStation P,8.2,Action
God of War II,PlayStation 2,9.7,"Action, Adventure"
Crackdown [,Xbox 360,8,Action
Galactic Civil,PC,9,Strategy
Gurumin: A,PlayStation P,8,"Action, RPG"
Wii Play (Ga,Wii,5.5,"Action, Compilation"
2 Xtreme,PlayStation P,2.2,Sports
Ratchet &am,PlayStation P,9,Action
Arthur and th,Nintendo DS,6,Party
Starshatter: T,PC,7,"Flight, Simulation"
Horse Riding,Wireless,5.6,Simulation
Root Beer Ta,Xbox 360,7,Action
Destroy All H,Wireless,6.7,Action
Gain Ground,Wii,7.5,Action
Gain Ground,Genesis,7.5,Action
Winning Elev,Nintendo DS,6.1,Sports
Ar tonelico:,PlayStation 2,7.4,RPG
Lunar Knight,Nintendo DS,8.2,RPG
Sonic the He,PlayStation 3,4.2,Platformer
SnoCross 2 F,PlayStation 2,4.2,Racing
Capcom Puzz,PlayStation P,6.9,"Puzzle, Compilation"
Call of Duty 3,Wireless,7.5,Action
Vigilante,Wii,6.5,Action
Diddy Kong R,Nintendo DS,7.1,"Racing, Action"
World Series,Wii,4,Card
MVP 07 NCA,PlayStation 2,7.6,Sports
Need for Spe,Wireless,7,Racing
Avatar: The L,PC,5,"Action, Adventure"
Sam &amp;,PC,6.6,Adventure
Winning Elev,Xbox 360,8.3,Sports
Jet Moto,PlayStation P,7,Racing
Winning Elev,PlayStation 2,8.6,Sports
Super Mario,Wii,8.5,Platformer
Winning Elev,PlayStation P,8.5,Sports
Phoenix Wrig,Wireless,7.8,Adventure
Fuzion Frenzy,Xbox 360,6,Party
Pool Pro Onli,Wireless,8,Sports
Rogue Galax,PlayStation 2,8.7,RPG
Hard Rock Ca,PlayStation 2,4.5,Casino
The Shield,PC,2.1,Action
SpongeBob S,Wireless,4.5,Action
Mario Kart 64,Wii,7.9,"Racing, Action"
Open Season,Wii,6,"Action, Adventure"
X-Men: The L,Wireless,6,Puzzle
Sid Meier's P,PlayStation P,9,"Action, Adventure"
Brigade E5:,PC,3,Strategy
The Legend o,Wii,9.5,"Action, Adventure"
F-24 Stealth,Game Boy Ad,3.5,"Flight, Action"
The Legend o,Game Boy Ad,4.5,Platformer
The Ant Bully,Wii,4.5,Action
Xiaolin Show,Nintendo DS,5,Action
Centipede (G,Wireless,7,Action
Jewel Quest I,Wireless,8,Puzzle
March of the,Nintendo DS,4,Adventure
Fullmetal Alc,Nintendo DS,5.5,"Action, Adventure"
Totally Spies!,Game Boy Ad,4,Action
Totally Spies!,Nintendo DS,4,Action
Princess Nat,Nintendo DS,4.5,Action
Warhammer:,PlayStation P,6,Action
Lost,Wireless,6.5,Action
Heavy Weap,Xbox 360,7.3,Action
High Seas: G,Wireless,8,Strategy
Brothers in A,PlayStation P,6.4,Shooter
NCAA March,PlayStation 2,5.9,Sports
New Rally-X,Xbox 360,4,Racing
Scooby-Doo!,PlayStation P,5.3,Adventure
Phoenix Wrig,Nintendo DS,7.8,Adventure
Meteos ,Wireless,8.7,Action
Altered Beast,Wii,5,Action
NCAA March,Xbox 360,7.9,Sports
Baseball,NES,5.5,Sports
Street Fighter,Wii,7,Fighting
Baseball,Wii,5.5,Sports
Altered Beast,Genesis,5,Action
ESPN Poker C,Wireless,8.2,Card
R-Type,Wii,7.5,Shooter
Wario Ware:,Wii,8.2,Action
Super Castle,Wii,8,Action
Ghost Rider,Wireless,6,Action
Princess Nat,Game Boy Ad,4.5,Action
Uno / Skip-B,Nintendo DS,4.5,"Card, Compilation"
Cartoon Net,Nintendo DS,5.8,Racing
Over the Hed,Nintendo DS,4.8,Action
Yggdra Union,Game Boy Ad,7.8,RPG
Over the Hed,Game Boy Ad,6.5,Action
